Fullstate,State,Type,Bill Number,Year,Elected,MoreDefined,Description,Last Action,curbing,RichardLastAction,Richard Description,Date Signed,Unsure,Very interesting,Notes,election,judicial,governor,lower,upper,less,more,outside,how_much_less,how_much_more,distance_closest_branch
South Carolina,SC,Salary & Budget,SB 72 (Constitutional Amendment),2014,Appointed,Appointment,Guarantees 1% of all general revenue to state's judiciary.,Carried over from 2013 session.,0,Introduced,,,,,,SC2014,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Salary & Budget,SB 725,2017,Appointed,Appointment,Requires Agency Head Salary Commission to the General Assembly recommendations be used to set Supreme Court salaries.,In Senate Finance Committee.,0,Introduced,,,,,,SC2017,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 74,2016,Appointed,Appointment,"Prohibits legislator from being elected to judgeship within 2 years of leaving office. Prohibits legislator from pledging to support/vote for judicial candidate until after Judicial Merit Selection Commission makes its report to full legislature. (In South Carolina, judges of top courts are elected by legislature).",Carried over into 2016 session.,0,Introduced,,,,,,SC2016,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 74,2015,Appointed,Appointment,"Prohibits legislator from being elected to judgeship within 2 years of leaving office. Prohibits legislator from pledging to support/vote for judicial candidate until after Judicial Merit Selection Commission makes its report to full legislature. (In South Carolina, judges of top courts are elected by legislature).",Prefiled.,0,Introduced,,,,,,SC2015,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Jurisdiction,SB 81,2014,Appointed,Appointment,"Provides ""A court, arbitrator, administrative agency, or other adjudicative, mediation, or enforcement authority may not enforce a foreign law if it would violate a constitutionally guaranteed right of this State or of the United States. The provisions of this section apply only to actual or foreseeable violations of the constitutional rights of a person caused by the application of the foreign law.""",Carried over from 2013 session.,1,Introduced,,,,1,,SC2014,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Jurisdiction,SB 81,2013,Appointed,Appointment,"Provides ""A court, arbitrator, administrative agency, or other adjudicative, mediation, or enforcement authority may not enforce a foreign law if it would violate a constitutionally guaranteed right of this State or of the United States. The provisions of this section apply only to actual or foreseeable violations of the constitutional rights of a person caused by the application of the foreign law.""",Prefiled in Senate Judiciary Committee.,1,Introduced,,,,,,SC2013,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 84,2013,Appointed,Appointment,Provides legislator is not eligible to be elected by legislature to a judgeship for 20 years after service in legislature.,Prefiled in Senate Judiciary Committee.,0,Introduced,,,,,,SC2013,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 84,2014,Appointed,Appointment,Provides legislator is not eligible to be elected by legislature to a judgeship for 20 years after service in legislature.,Carried over from 2013 session.,0,Introduced,,,,,,SC2014,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Other,SB 852,2012,Appointed,Appointment,Requires magistrate and municipal courts dispose of criminal cases within 6 months of arrest.,Carried over from 2011 session.,0,Introduced,,,,,,SC2012,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Other,SB 852,2011,Appointed,Appointment,Requires magistrate and municipal courts dispose of criminal cases within 6 months of arrest.,In Senate Committee on Judiciary. Carried over into 2012 session.,0,Introduced,,,,,,SC2011,0.687755866,,0.691,0.655,0,,0,0,0,0
South Carolina,SC,Selection,SB 858,2014,Appointed,Appointment,"Prohibits lawyer-legislators from voting for judges or appearing before judges they nominated. (In South Carolina, most judges are elected by the legislature or appointed by the governor on the nomination/recommendation of the local senator).",In Senate Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,SC2014,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 858,2013,Appointed,Appointment,"Prohibits lawyer-legislators from voting for judges or appearing before judges they nominated. (In South Carolina, most judges are elected by the legislature or appointed by the governor on the nomination/recommendation of the local senator).",In Senate Judiciary Committee.,0,Introduced,,,,,,SC2013,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Qualification & Terms,SB 861,2008,Appointed,Appointment,"Requires candidates for a probate judgeship to have been a resident for at least five years and be licensed to the practice of law for at least five years prior to election (currently, need only be a resident at time of election and have either a bachelors degree or have worked in a probate court for at least 4 years). In Senate Judiciary committee",Read and referred to Senate Judiciary Committee,0,Introduced,,,,,,SC2008,0.68426112,0.9255,0.74,0.6505,0,0,0,0,0,0
South Carolina,SC,Selection,SB 88,2013,Appointed,Appointment,"Provides a senator, an individual with whom he is professionally associated, or a law firm with which he is associated or in which he is a partner may not represent another person as an attorney at law before a magistrate that the senator recommended to the Governor for appointment.",Prefiled in Senate Judiciary Committee.,0,Introduced,,,,,,SC2013,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 88,2014,Appointed,Appointment,"Provides a senator, an individual with whom he is professionally associated, or a law firm with which he is associated or in which he is a partner may not represent another person as an attorney at law before a magistrate that the senator recommended to the Governor for appointment.",Carried over from 2013 session.,0,Introduced,,,,,,SC2014,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Other,SB 883,2014,Appointed,Appointment,Provides all 10 members of the State Ethics Commission to be named by Supreme Court.,In Senate Judiciary Committee.,0,Introduced,,,,,,SC2014,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Salary & Budget,SB 906,2010,Appointed,Appointment,"Provides that a member of the judicial retirement system who, upon retiring, is not eligible for a monthly payment may transfer their credit to the South Carolina Retirement System.",Vetoed by Governor 5/28/10. Veto overridden by Senate 6/2/10 and House 6/3/10.,0,Veto Override,,2010-06-03T00:00:00Z,,,,SC2010,0.687755866,,0.691,0.655,0,,0,0,0,0
South Carolina,SC,Jurisdiction,SB 948,2016,Appointed,Appointment,Bans use by state courts of foreign or international law.,In Senate Judicary Committee.,1,Introduced,,,,,,SC2016,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 96,2017,Appointed,Appointment,Requires Judicial Merit Screening Commission advance all qualified names (currently limited to 3 names).,In Senate Judiciary Committee.,0,Introduced,,,,,,SC2017,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 99 (Constitutional Amendment),2016,Appointed,Appointment,"For Magistrate's Court, ends practice where governor appoints with consent of Senate. Provides Magistrates to be appointed by Circuit Court judges in the circuit.",Carried over into 2016 session.,0,Introduced,,,,,,SC2016,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 99 (Constitutional Amendment),2015,Appointed,Appointment,"For Magistrate's Court, ends practice where governor appoints with consent of Senate. Provides Magistrates to be appointed by Circuit Court judges in the circuit.",Prefiled.,0,Introduced,,,,,,SC2015,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SB 990,2008,Appointed,Appointment,"Requires those wishing to testify before the Judicial Merit Selection Commission, including candidates, furnish a written statement of proposed testimony two weeks prior (currently, 48 hours prior). Authorizes Commission to allow for submission after the deadline.",Vetoed by Governor. Veto Overridden.,0,Veto Override,,,,,,SC2008,0.68426112,0.9255,0.74,0.6505,0,0,0,0,0,0
South Carolina,SC,Other,SJR 211,2017,Appointed,Appointment,Creates South Carolina Family Court Study Committee.,In Senate Judiciary Committee.,0,Introduced,,,,,,SC2017,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SJR 370 (Constitutional Amendment),2017,Appointed,Appointment,"Requires Supreme Court, Court of Appeals, and Circuit Court judges be nominated by governor from list provided by Judicial Merit Selection Commission and subject to senate confirmation. Establishes membership of Judicial Merit Selection Commission",In Senate Judiciary Committee.,0,Introduced,,,,,,SC2017,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Selection,SJR 386 (Constitutional Amendment),2017,Appointed,Appointment,"Requires Supreme Court, Court of Appeals, and Circuit Court judges be nominated by governor from list provided by Judicial Merit Selection Commission and subject to senate confirmation.",In Senate Judiciary Committee.,0,Introduced,,,,,,SC2017,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Carolina,SC,Salary & Budget,SJR 69 (Constitutional Amendment),2017,Appointed,Appointment,Guarantees 1% of all general revenue to state's judiciary.,In Senate Finance Committee.,0,Introduced,,,,,,SC2017,0.687755866,1.0305,0.767,0.655,0,0,0,0,0,0
South Dakota,SD,Structure Changes,HB 1002 (Special Session),2011,Elected,Retention,Redistricts Supreme Court districts.,Signed into law by Governor 10/25/11.,0,Enacted,,2011-10-25T00:00:00Z,,,,SD2011,1.056308355,,0.81,0.94,0,,0,0,0,0
South Dakota,SD,Salary & Budget,HB 1038,2011,Elected,Retention,Requires clerk of supreme court collect certain fees for the electronic transmission of court records.,Approved by full Senate 2/9/11. To Governor for approval.,0,Passed Legislature,,,,,,SD2011,1.056308355,,0.81,0.94,0,,0,0,0,0
South Dakota,SD,Rule Making Authority,HB 1041,2011,Elected,Retention,"Provides presiding judge of a circuit shall arrange that a circuit judge is available to hold court in the county seat of each county in the circuit as necessary to distribute the work of the courts, alleviate congestion, and secure the prompt disposition of cases for each county.",Approved by full Senate 2/28/11. To Governor for approval.,0,Passed Legislature,,,,,,SD2011,1.056308355,,0.81,0.94,0,,0,0,0,0
South Dakota,SD,Salary & Budget,HB 1058,2012,Elected,Retention,"ORIGINAL: Increases from $15 to $25 cost for search of court records. Provides cost of transmission for the record search results is included in the fee. AMENDMENT: Increases to $20 until 2017, when returns to $15. Appropriates $1 to court automation fund from general revenue fund.",Live item vetoed by Governor 3/19/12. House and Senate concur with Governors changes 3/19/12. To Governor for re-approval.,0,Passed Legislature,,,,,,SD2012,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Rule Making Authority,HB 1064,2012,Elected,Retention,Allows the Supreme Court to establish certain rules for the use of interactive audio visual equipment and to provide for the collection and deposit of fees for the use thereof.,Approved by full Senate 2/22/12. To Governor for approval.,0,Passed Legislature,,,,,,SD2012,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Salary & Budget,HB 1065,2012,Elected,Retention,Repeals the requirement that the Unified Judicial System set forth a schedule for all fees paid directly to court reporters in its annual consolidated budget.,Approved by full Senate 2/21/12. To Governor for approval.,0,Passed Legislature,,,,,,SD2012,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Salary & Budget,HB 1066,2009,Elected,Retention,"With respect to the Commission on Judicial Qualifications, requires Supreme Court provide administrative support in managing the budget, in paying for travel expenses, in paying salaries of employees, and in drafting contracts for services.",Signed into law by Governor 2/18/09.,0,Enacted,,2009-02-18T00:00:00Z,,,,SD2009,1.125473416,1.2765,0.928,0.871,0,0,0,0,0,0
South Dakota,SD,Selection,HB 1072,2013,Elected,Retention,Repeals certain provisions providing a criminal penalty for a political party to endorse or nominate a judicial candidate.,Approved by full Senate 2/21/13. To Governor for approval.,1,Passed Legislature,,,,,,SD2013,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Salary & Budget,HB 1081,2010,Elected,Retention,Increases unified judicial system court automation surcharge for various filings and fines.,Signed into law by Governor 3/1/10.,0,Enacted,,2010-03-01T00:00:00Z,,,,SD2010,1.125473416,,0.81,0.94,0,,0,0,0,0
South Dakota,SD,Other,HB 1104,2013,Elected,Retention,Requires the Unified Judicial System to provide access of criminal records and civil case information and to establish a fee.,Killed in House Judiciary Committee 2/4/13.,0,Introduced,,,,,,SD2013,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Other,HB 1129,2008,Elected,Retention,Creates Commission on Equal Access to Our Courts to provide grants to deliver legal services to persons meeting income eligibility guidelines.,Signed into law by Governor,0,Enacted,,,,,,SD2008,1.125473416,1.2765,0.928,0.871,0,0,0,0,0,0
South Dakota,SD,Selection,HB 1233,2014,Elected,Retention,"Allows for recall of any elected official, including judges.",Killed by House State Affairs Committee 2/19/14.,1,Introduced,,,,,,SD2014,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Jurisdiction,HB 1253,2012,Elected,Retention,Prohibits judicial enforcement of any religious codes.,Approved by full Senate 2/28/12. To Governor for approval.,1,Passed Legislature,,,,1,,SD2012,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Jurisdiction,HJR 1004 (Constitutional Amendment),2011,Elected,Retention,"Provides no South Dakota state court may apply international law, the law of any foreign nation, or any foreign religious or moral code with the force of law in the adjudication of any case under its jurisdiction.",Tabled by Senate Judiciary Committee 2/17/11.,1,Introduced,,,,1,,SD2011,1.056308355,,0.81,0.94,0,,0,0,0,0
South Dakota,SD,Salary & Budget,SB 13,2016,Elected,Retention,Establishes a new retirement benefit structure for certain public employees who are members of the South Dakota Retirement System including judges.,Approved by full House 2/17/16. To Governor for approval.,0,Passed Legislature,,,,,,SD2016,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Jurisdiction,SB 136,2012,Elected,Retention,"Provides any ruling or decision that makes use of international or foreign law is void and unenforceable if the court bases its ruling or decision in the matter at issue in whole or in part on any foreign law, legal code, or system that would not grant the parties affected by the ruling or decision the same fundamental liberties, rights, and privileges granted under the constitutions of the United States and South Dakota, including due process of law, freedom of religion, speech, or press, and any right of privacy or marriage as specifically provided by the constitution of this state. Foreign law, legal code, or system is any foreign law, legal code, or system of a jurisdiction outside of any state or territory of the United States, including international organizations and tribunals, and applied by that jurisdictions courts, administrative bodies, or other formal or informal tribunals. Specifies the term foreign law does not include any tribal laws of the Native American tribes in the state.",Deferred to 41st legislative day (i.e. killed) by Senate Judiciary Committee 2/2/12.,0,Introduced,,,,,,SD2012,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Salary & Budget,SB 1798,2011,Elected,Retention,"Provides for revocation of driver license for nonpayment of litigation taxes, court costs or fines in certain circumstances; provides payment plan option and hardship exemption.",Replaced by HB 1877.,0,Introduced,,,,,,SD2011,1.056308355,,0.81,0.94,0,,0,0,0,0
South Dakota,SD,Salary & Budget,SB 195,2011,Elected,Retention,"Reiterates, by means of legislative findings, the constitutional relationship of the judicial and legislative branches to the appropriation and budgeting process.",Tabled by Senate Appropriations Committee 2/10/11.,0,Introduced,,,,,,SD2011,1.056308355,,0.81,0.94,0,,0,0,0,0
South Dakota,SD,Selection,SB 198,2013,Elected,Retention,"AS APPROVED BY SENATE: Adds two members to Judicial Qualifications Commission chosen by House and Senate leaders. Transfers power to name attorney members to JQC from bar president to majority vote of bar commissioners. Provides governor's 2 picks to JQC can be anyone (currently cannot be judges, retired judges, or attorneys). (JQC serves as merit selection commission for supreme court). AS APPROVED BY HOUSE: Removes all references to expansion of JQC.",Senate concurs with House amendment 3/4/13. To Governor for approval.,0,Introduced,,,,,,SD2013,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Jurisdiction,SB 201,2011,Elected,Retention,"Declares ""foreign law, legal code, or system, means any law, legal code, or system of a jurisdiction outside of any state or territory of the United States, including international organizations and tribunals, and applied by that jurisdictions courts, administrative bodies, or other formal or informal tribunals...Any court, arbitration, tribunal, or administrative agency ruling or decision is void and unenforceable if the court, arbitration, tribunal, or administrative agency bases its rulings or decisions in the matter at issue in whole or in part on any law, legal code, or system that would not grant the parties affected by the ruling or decision the same fundamental liberties, rights, and privileges granted under the constitutions of the United States and the State of South Dakota.""",Deferred to 41st legislative day (i.e. killed) by Senate Commerce and Energy Committee 2/16/11.,1,Introduced,,,,,,SD2011,1.056308355,,0.81,0.94,0,,0,0,0,0
South Dakota,SD,Other,SB 218,2013,Elected,Retention,Authorizes Unified Judicial System to create program to assist rural counties in recruiting attorneys.,Rejected by full Senate 2/20/13.,0,Introduced,,,,,,SD2013,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Salary & Budget,SB 61,2008,Elected,Retention,Creates Teen Court Commission. Creates Commission on Equal Access to Our Courts to consider grant applications from nonprofit entities for delivery of legal services to eligible poor persons.. Provides funding for commissions via increase in tax on alcoholic beverages. In Senate State Affairs committee,In Senate State Affairs committee,0,Introduced,,,,,,SD2008,1.125473416,1.2765,0.928,0.871,0,0,0,0,0,0
South Dakota,SD,Other,SB 70,2013,Elected,Retention,"Requires each magistrate and circuit judge complete training on evidence-based practices, including the use of validated risk and needs assessments and behavioral health assessments in decision making. Training levels/forms to be determined by Chief Justice. Authorizes creation of veterans HOPE Courts",Approved by full House 1/31/13.To Governor for approval.,0,Passed Legislature,,,,,,SD2013,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Qualification & Terms,SB 76,2012,Elected,Retention,ORIGINAL: Provides judge or justice reaching 70 may serve out current term. AS AMENDED: Provides judge or justice reaching 70 may serve out current term if permitted to do so by Chief Justice.,Tabled by House Judiciary Committee 2/22/12.,0,Introduced,,,,,,SD2012,1.125473416,1.365,1.096,1.047,0,0,0,0,0,0
South Dakota,SD,Rule Making Authority,SB 77,2008,Elected,Retention,Repeals prohibition on the taking of photographs or audio/video broadcasting of judicial proceedings.,Signed into law by Governor,0,Enacted,,,,,,SD2008,1.125473416,1.2765,0.928,0.871,0,0,0,0,0,0
South Dakota,SD,Qualification & Terms,SB 78,2009,Elected,Retention,ORIGINAL: Increases mandatory retirement age of judges of the Supreme Court and circuit court from 70 to 75. SUBSTITUTED: Directs the findings and recommendations of the Unified Judicial Systems study determining the need for an additional drug court or drug courts to be established in judicial circuits with the highest volume of felony convictions shall be incorporated into a plan to be presented to the 2010 Legislature for possible implementation in fiscal year 2011. Directs the plan may also include other proposals designed to reduce the prison population in a manner that does not jeopardize the public safety of South Dakota citizens.,Signed into law by Governor 3/30/09.,0,Enacted,,2009-03-30T00:00:00Z,,,,SD2009,1.125473416,1.2765,0.928,0.871,0,0,0,0,0,0
South Dakota,SD,Rule Making Authority,SB 99,2009,Elected,Retention,"Authorizes Supreme Court to issue rules for the collection of fees, costs, or civil penalties assessed by local governmental entities.",Signed into law by Governor 3/12/09.,0,Enacted,,2009-03-12T00:00:00Z,,,,SD2009,1.125473416,1.2765,0.928,0.871,0,0,0,0,0,0
South Dakota,SD,Salary & Budget,SJR 1 (Constitutional Amendment),2011,Elected,Retention,"Amends state constitution to read ""The chief justice shall submit an annual consolidated budget for the entire unified judicial system, and the Legislature shall fund the unified judicial system adequate to maintain access to the courts and the fair and measured administration of justice.""",Tabled by Senate Appropriations Committee 2/10/11.,0,Introduced,,,,,,SD2011,1.056308355,,0.81,0.94,0,,0,0,0,0
Tennessee,TN,Structure Changes,HB 10,2017,Elected,Retention,Requires the administrative office of the courts to conduct a study two years prior to an eight-year judicial election to determine if there is a need to realign judicial districts and move trial judge positions to areas of population or caseload growth.,Prefiled.,0,Introduced,,,,,,TN2017,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1016,2009,Elected,Retention,"Extends sunset date on judicial council to June 30, 2017.",Prefiled.,0,Introduced,,,,,,TN2009,-0.33440256,0.206,0.292,0.647,1,0,1,0.54040256,0,0.54040256
Tennessee,TN,Other,HB 1016,2010,Elected,Retention,"Extends sunset date on judicial council to June 30, 2017.",Died in committee.,0,Introduced,,,,,,TN2010,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Selection,HB 1017,2011,Elected,Retention,"Allows the governor to fill a vacancy in the office of an appellate court by appointing any person who is duly licensed to practice in this state and who is fully qualified under the law of this state if the governor is not satisfied with the list of nominees submitted by the judicial selection commission or the commission does not furnish a list of nominees within 60 days after receiving written notice from the governor that a vacancy has occurred. Provides that if the governor appoints a judge who is not from the list of nominees submitted by the commission, the judge appointed shall run in a contested election.",In House Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Selection,HB 1017,2012,Elected,Retention,"Allows the governor to fill a vacancy in the office of an appellate court by appointing any person who is duly licensed to practice in this state and who is fully qualified under the law of this state if the governor is not satisfied with the list of nominees submitted by the judicial selection commission or the commission does not furnish a list of nominees within 60 days after receiving written notice from the governor that a vacancy has occurred. Provides that if the governor appoints a judge who is not from the list of nominees submitted by the commission, the judge appointed shall run in a contested election.",Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1063,2016,Elected,Retention,Increases the time in which members of the state court clerks' conference must be given notice prior to a meeting from 10 days to 14 days.,In House Civil Justice Committee. Carried over into 2016 session.,0,Introduced,,,,,,TN2016,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Other,HB 1063,2015,Elected,Retention,Increases the time in which members of the state court clerks' conference must be given notice prior to a meeting from 10 days to 14 days.,In House Civil Justice Committee.,0,Introduced,,,,,,TN2015,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1073,2012,Elected,Retention,"Creates the office of solicitor general of Tennessee in the executive branch to be appointed by joint vote of the general assembly, with all current duties of the attorney general and reporter (currently selected by supreme court), other than activities associated with reporting functions, transferred to the office of solicitor general.",Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1073,2011,Elected,Retention,"Creates the office of solicitor general of Tennessee in the executive branch to be appointed by joint vote of the general assembly, with all current duties of the attorney general and reporter (currently selected by supreme court), other than activities associated with reporting functions, transferred to the office of solicitor general.",In House Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Selection,HB 1074,2011,Elected,Retention,"Creates the office of solicitor general of Tennessee in the executive branch to be appointed by joint vote of the general assembly, with all current duties of the attorney general and reporter (currently selected by supreme court), other than activities associated with reporting functions, transferred to the office of solicitor general.",In House Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Selection,HB 1074,2012,Elected,Retention,"Creates the office of solicitor general of Tennessee in the executive branch to be appointed by joint vote of the general assembly, with all current duties of the attorney general and reporter (currently selected by supreme court), other than activities associated with reporting functions, transferred to the office of solicitor general.",Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1075,2010,Elected,Retention,Revises nominating process by speaker of senate and speaker of house of representatives for judicial evaluation commission.,Died in committee.,0,Introduced,,,,,,TN2010,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Selection,HB 1075,2009,Elected,Retention,Revises nominating process by speaker of senate and speaker of house of representatives for judicial evaluation commission.,Prefiled.,0,Introduced,,,,,,TN2009,-0.33440256,0.206,0.292,0.647,1,0,1,0.54040256,0,0.54040256
Tennessee,TN,Selection,HB 1076,2009,Elected,Retention,"Extends judicial evaluation commission sunset date to June 30, 2013.",Prefiled.,0,Introduced,,,,,,TN2009,-0.33440256,0.206,0.292,0.647,1,0,1,0.54040256,0,0.54040256
Tennessee,TN,Selection,HB 1076,2010,Elected,Retention,"Extends judicial evaluation commission sunset date to June 30, 2013.",Died in committee.,0,Introduced,,,,,,TN2010,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Selection,HB 1082,2010,Elected,Retention,"Extends sunset date for judicial selection commission to June 30, 2013.",Died in committee.,0,Introduced,,,,,,TN2010,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Selection,HB 1082,2009,Elected,Retention,"Extends sunset date for judicial selection commission to June 30, 2013.",Prefiled.,0,Introduced,,,,,,TN2009,-0.33440256,0.206,0.292,0.647,1,0,1,0.54040256,0,0.54040256
Tennessee,TN,Selection,HB 1086,2009,Elected,Retention,Revises appointment process of judicial selection commission. Clarifies that person on panel rejected by the governor cannot be on second panel of nominees.,Prefiled.,0,Introduced,,,,,,TN2009,-0.33440256,0.206,0.292,0.647,1,0,1,0.54040256,0,0.54040256
Tennessee,TN,Selection,HB 1086,2010,Elected,Retention,Revises appointment process of judicial selection commission. Clarifies that person on panel rejected by the governor cannot be on second panel of nominees.,Died in committee.,0,Introduced,,,,,,TN2010,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Structure Changes,HB 1096,2014,Elected,Retention,Reduces number of court of appeals and court of criminal appeals judges from 12 per court to nine.,In House (no committee). Carried over from 2013 session.,1,Introduced,,,,,,TN2014,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Structure Changes,HB 1096,2013,Elected,Retention,Reduces number of court of appeals and court of criminal appeals judges from 12 per court to nine.,In House (no committee).,1,Introduced,,,,,,TN2013,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1100,2012,Elected,Retention,Increases from two to four years period in which a former member of the judicial nominating commission may not be selected for judicial nomination.,Carried over from 2011 session.,0,Introduced,,,,,,TN2012,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1100,2011,Elected,Retention,Increases from two to four years period in which a former member of the judicial nominating commission may not be selected for judicial nomination.,In House (no committee). Carried over into 2012 session.,0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Other,HB 1102,2010,Elected,Retention,"Extends sunset date for judicial council to June 30, 2010.",Died in committee.,0,Introduced,,,,,,TN2010,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Other,HB 1102,2009,Elected,Retention,"Extends sunset date for judicial council to June 30, 2010.",Approved by full House 6/3/09.,0,Passed Legislature,,,,,,TN2009,-0.33440256,0.206,0.292,0.647,1,0,1,0.54040256,0,0.54040256
Tennessee,TN,Salary & Budget,HB 1124,2013,Elected,Retention,"Increases from $100 to $500, the amount deducted from a judge or chancellor's salary for failure to open court for which the judge or chancellor is responsible within the first three days of each regular term, without sufficient excuse.",Rejected in House Civil Justice Committee subcommittee 3/20/13.,0,Introduced,,,,,,TN2013,-0.33440256,1.052,0.942,0.825,1,0,1,1.15940256,0,1.15940256
Tennessee,TN,Selection,HB 1150,2009,Elected,Retention,"Abolishes judicial selection commission. Requires ""All trial court and appellate court judges shall be elected in accordance with the constitution of the state of Tennessee.""",Prefiled.,1,Introduced,,,,,,TN2009,-0.33440256,0.206,0.292,0.647,1,0,1,0.54040256,0,0.54040256
Tennessee,TN,Selection,HB 1150,2010,Elected,Retention,"Abolishes judicial selection commission. Requires ""All trial court and appellate court judges shall be elected in accordance with the constitution of the state of Tennessee.""",Died in committee.,1,Introduced,,,,,,TN2010,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
Tennessee,TN,Salary & Budget,HB 1196,2011,Elected,Retention,"Provides that before submitting the annual budget for the state court system to department of finance and administration, the administrative director of the courts must first submit it to the executive committee of the judicial conference for approval.",In House (no committee). Carried over into 2012 session.,0,Introduced,,,,,,TN2011,-0.33440256,,0.359,0.651,1,,1,0.69340256,0,0.69340256
